id	linkkey	aidkey	bidkey	decision
6364	99-65-14-000667_99-64-14-000687	99-65-14-000667	99-64-14-000687	confirm
6365	99-65-14-000668_99-64-14-000688	99-65-14-000668	99-64-14-000688	confirm
6366	99-65-14-000669_99-64-14-000689	99-65-14-000669	99-64-14-000689	confirm
6367	99-65-14-000670_99-64-14-000690	99-65-14-000670	99-64-14-000690	confirm
6368	99-65-14-000671_99-64-14-000691	99-65-14-000671	99-64-14-000691	confirm
6369	99-65-14-000672_99-64-14-000692	99-65-14-000672	99-64-14-000692	confirm
6370	99-65-14-000689_99-64-14-000710	99-65-14-000689	99-64-14-000710	confirm
6371	99-65-14-000690_99-64-14-000711	99-65-14-000690	99-64-14-000711	confirm
6372	99-65-14-000691_99-64-14-000712	99-65-14-000691	99-64-14-000712	confirm
6373	99-65-14-000692_99-64-14-000713	99-65-14-000692	99-64-14-000713	confirm
6374	99-65-14-000693_99-64-14-000715	99-65-14-000693	99-64-14-000715	confirm
6375	99-65-14-000694_99-64-14-000716	99-65-14-000694	99-64-14-000716	confirm
6376	99-65-14-000695_99-64-14-000719	99-65-14-000695	99-64-14-000719	confirm
6377	99-65-14-000696_99-64-14-000720	99-65-14-000696	99-64-14-000720	confirm
6378	99-65-14-000786_99-64-14-000802	99-65-14-000786	99-64-14-000802	confirm
6379	99-65-14-000788_99-63-14-000796	99-65-14-000788	99-63-14-000796	confirm
6380	99-65-14-000806_99-64-14-000823	99-65-14-000806	99-64-14-000823	confirm
6381	99-65-14-000884_99-64-14-000925	99-65-14-000884	99-64-14-000925	confirm
6382	99-65-14-000913_99-64-14-000959	99-65-14-000913	99-64-14-000959	confirm
6383	99-65-15-000467_99-63-15-000910	99-65-15-000467	99-63-15-000910	confirm
6384	99-65-15-000536_99-64-15-000951	99-65-15-000536	99-64-15-000951	confirm
6385	99-65-15-000553_99-64-15-000363	99-65-15-000553	99-64-15-000363	confirm
6386	99-65-15-000554_99-64-15-000335	99-65-15-000554	99-64-15-000335	confirm
6387	99-65-15-000611_99-64-15-000568	99-65-15-000611	99-64-15-000568	confirm
6388	99-65-16-000061_99-64-15-000716	99-65-16-000061	99-64-15-000716	confirm
6389	99-65-27-000379_99-63-10-011388	99-65-27-000379	99-63-10-011388	confirm
6390	99-65-27-000460_99-63-10-008668	99-65-27-000460	99-63-10-008668	confirm
6391	99-65-27-000599_99-64-28-002526	99-65-27-000599	99-64-28-002526	confirm
6392	99-65-28-000145_99-63-10-001013	99-65-28-000145	99-63-10-001013	confirm
6393	99-65-28-000215_99-63-28-000209	99-65-28-000215	99-63-28-000209	confirm
6394	99-65-28-000328_99-64-28-000344	99-65-28-000328	99-64-28-000344	confirm
6395	99-65-28-000371_99-64-28-000389	99-65-28-000371	99-64-28-000389	confirm
6396	99-65-28-000528_99-64-01-001745	99-65-28-000528	99-64-01-001745	confirm
6397	99-65-28-000531_99-63-28-000540	99-65-28-000531	99-63-28-000540	confirm
6398	99-65-28-000764_99-64-28-000804	99-65-28-000764	99-64-28-000804	confirm
6399	99-65-28-000865_99-63-28-000876	99-65-28-000865	99-63-28-000876	confirm
6400	99-65-28-000942_99-63-28-000958	99-65-28-000942	99-63-28-000958	confirm
6401	99-65-28-000980_99-64-28-001037	99-65-28-000980	99-64-28-001037	confirm
6402	99-65-28-001300_99-64-01-002118	99-65-28-001300	99-64-01-002118	confirm
6403	99-65-28-001573_99-64-01-001624	99-65-28-001573	99-64-01-001624	confirm
6404	99-65-28-001583_99-64-28-001708	99-65-28-001583	99-64-28-001708	confirm
6405	99-65-28-001584_99-64-28-001709	99-65-28-001584	99-64-28-001709	confirm
6406	99-65-28-001633_99-63-28-001733	99-65-28-001633	99-63-28-001733	confirm
6407	99-65-28-001657_99-64-28-001794	99-65-28-001657	99-64-28-001794	confirm
6408	99-65-28-001659_99-64-28-001795	99-65-28-001659	99-64-28-001795	confirm
6409	99-65-28-001684_99-63-28-001788	99-65-28-001684	99-63-28-001788	confirm
6410	99-65-28-001714_99-63-28-001820	99-65-28-001714	99-63-28-001820	confirm
6411	99-65-28-001745_99-64-28-001882	99-65-28-001745	99-64-28-001882	confirm
6412	99-65-28-001819_99-64-28-001962	99-65-28-001819	99-64-28-001962	confirm
6413	99-65-28-001857_99-63-28-001977	99-65-28-001857	99-63-28-001977	confirm
6414	99-65-28-001887_99-64-28-002035	99-65-28-001887	99-64-28-002035	confirm
6415	99-65-28-001940_99-63-28-002058	99-65-28-001940	99-63-28-002058	confirm
6416	99-65-28-001941_99-63-28-002059	99-65-28-001941	99-63-28-002059	confirm
6417	65-65-01-000956_99-65-28-001982	65-65-01-000956	99-65-28-001982	reject
6418	65-66-01-000916_99-66-28-002904	65-66-01-000916	99-66-28-002904	reject
6419	65-67-01-000889_99-67-28-005041	65-67-01-000889	99-67-28-005041	reject
6420	99-65-28-002027_99-63-28-002159	99-65-28-002027	99-63-28-002159	confirm
6421	99-65-28-002275_99-63-28-002433	99-65-28-002275	99-63-28-002433	confirm
6422	99-65-28-002279_99-63-28-002437	99-65-28-002279	99-63-28-002437	confirm
6423	65-65-01-000916_99-65-10-011264	65-65-01-000916	99-65-10-011264	reject
6424	99-65-28-002316_99-63-28-002478	99-65-28-002316	99-63-28-002478	confirm
6425	99-65-28-002335_99-63-28-002496	99-65-28-002335	99-63-28-002496	confirm
6426	99-65-28-002339_99-64-28-002512	99-65-28-002339	99-64-28-002512	confirm
6427	99-65-28-002355_99-64-28-002533	99-65-28-002355	99-64-28-002533	confirm
6428	99-65-28-002417_99-64-28-002601	99-65-28-002417	99-64-28-002601	confirm
6429	99-65-28-002438_99-63-28-002616	99-65-28-002438	99-63-28-002616	confirm
6430	99-65-28-002448_99-63-28-002627	99-65-28-002448	99-63-28-002627	confirm
6431	99-65-28-002491_99-63-10-000425	99-65-28-002491	99-63-10-000425	confirm
6432	99-65-28-002528_99-63-10-000629	99-65-28-002528	99-63-10-000629	confirm
6433	99-65-28-002542_99-63-10-000761	99-65-28-002542	99-63-10-000761	confirm
6434	99-65-28-002544_99-64-10-000824	99-65-28-002544	99-64-10-000824	confirm
6435	99-65-28-002566_99-64-10-000930	99-65-28-002566	99-64-10-000930	confirm
6436	99-65-28-002573_99-64-10-000800	99-65-28-002573	99-64-10-000800	confirm
6437	99-65-28-002585_99-64-10-001105	99-65-28-002585	99-64-10-001105	confirm
6438	99-65-28-002592_99-64-10-001122	99-65-28-002592	99-64-10-001122	confirm
6439	99-65-28-002595_99-63-10-006737	99-65-28-002595	99-63-10-006737	confirm
6440	99-65-28-002609_99-64-10-001570	99-65-28-002609	99-64-10-001570	confirm
6441	99-65-28-002610_99-64-10-001573	99-65-28-002610	99-64-10-001573	confirm
6442	99-65-28-002703_99-63-10-003788	99-65-28-002703	99-63-10-003788	confirm
6443	99-65-28-002705_99-64-10-003979	99-65-28-002705	99-64-10-003979	confirm
6444	99-65-28-002709_99-64-10-004004	99-65-28-002709	99-64-10-004004	confirm
6445	99-65-28-002711_99-64-10-004006	99-65-28-002711	99-64-10-004006	confirm
6446	99-65-28-002727_99-64-10-004030	99-65-28-002727	99-64-10-004030	confirm
6447	99-65-28-002746_99-63-10-003929	99-65-28-002746	99-63-10-003929	confirm
6448	99-65-28-002747_99-64-10-004121	99-65-28-002747	99-64-10-004121	confirm
6449	99-65-28-002780_99-64-10-004479	99-65-28-002780	99-64-10-004479	confirm
6450	99-65-28-002832_99-64-10-004797	99-65-28-002832	99-64-10-004797	confirm
6451	99-65-28-002850_99-64-10-005201	99-65-28-002850	99-64-10-005201	confirm
6452	99-65-28-002949_99-64-10-005743	99-65-28-002949	99-64-10-005743	confirm
6453	99-65-28-002954_99-64-10-005912	99-65-28-002954	99-64-10-005912	confirm
6454	99-65-28-002964_99-64-10-006010	99-65-28-002964	99-64-10-006010	confirm
6455	99-65-28-003030_99-64-10-006254	99-65-28-003030	99-64-10-006254	confirm
6456	99-65-28-003040_99-64-10-006275	99-65-28-003040	99-64-10-006275	confirm
6457	99-65-28-003056_99-64-10-006316	99-65-28-003056	99-64-10-006316	confirm
6458	99-65-28-003090_99-64-10-006459	99-65-28-003090	99-64-10-006459	confirm
6459	99-65-28-003121_99-64-10-006863	99-65-28-003121	99-64-10-006863	confirm
6460	99-65-28-003144_99-64-10-007797	99-65-28-003144	99-64-10-007797	confirm
6461	99-65-28-003206_99-64-10-010188	99-65-28-003206	99-64-10-010188	confirm
6462	99-65-28-003284_99-64-10-011944	99-65-28-003284	99-64-10-011944	confirm
6463	99-65-28-003290_99-64-10-011951	99-65-28-003290	99-64-10-011951	confirm
6464	99-65-28-003312_99-64-10-014306	99-65-28-003312	99-64-10-014306	confirm
6465	99-65-28-003314_99-64-27-000040	99-65-28-003314	99-64-27-000040	confirm
6466	99-65-28-003317_99-64-10-005438	99-65-28-003317	99-64-10-005438	confirm
6467	99-65-28-003330_99-64-10-009692	99-65-28-003330	99-64-10-009692	confirm
6468	99-65-28-003332_99-64-10-009696	99-65-28-003332	99-64-10-009696	confirm
6469	99-65-28-003334_99-64-10-009701	99-65-28-003334	99-64-10-009701	confirm
6470	99-65-28-003338_99-64-10-004380	99-65-28-003338	99-64-10-004380	confirm
6471	99-65-28-003358_99-64-10-013030	99-65-28-003358	99-64-10-013030	confirm
6472	99-65-28-003401_99-64-10-013070	99-65-28-003401	99-64-10-013070	confirm
6473	99-65-28-003402_99-64-10-013071	99-65-28-003402	99-64-10-013071	confirm
6474	99-65-28-003421_99-64-10-013096	99-65-28-003421	99-64-10-013096	confirm
6475	99-65-28-003447_99-64-10-013117	99-65-28-003447	99-64-10-013117	confirm
6476	99-65-28-003667_99-64-04-000124	99-65-28-003667	99-64-04-000124	confirm
6477	99-65-28-003669_99-64-04-000122	99-65-28-003669	99-64-04-000122	confirm
6478	99-65-28-003672_99-64-17-000577	99-65-28-003672	99-64-17-000577	confirm
6479	99-65-28-003684_99-64-17-000671	99-65-28-003684	99-64-17-000671	confirm
6480	99-65-28-003685_99-64-17-000668	99-65-28-003685	99-64-17-000668	confirm
6481	99-65-28-003686_99-64-17-000680	99-65-28-003686	99-64-17-000680	confirm
6482	99-65-28-003687_99-64-17-000683	99-65-28-003687	99-64-17-000683	confirm
6483	99-65-28-003713_99-64-17-000820	99-65-28-003713	99-64-17-000820	confirm
6484	99-65-28-003748_99-64-17-000009	99-65-28-003748	99-64-17-000009	confirm
6485	99-65-28-003752_99-64-17-000023	99-65-28-003752	99-64-17-000023	confirm
6486	99-65-28-003784_99-64-17-000127	99-65-28-003784	99-64-17-000127	confirm
6487	99-65-28-003818_99-64-17-000215	99-65-28-003818	99-64-17-000215	confirm
6488	99-65-28-004096_99-64-28-002875	99-65-28-004096	99-64-28-002875	confirm
6489	99-65-28-004112_99-64-28-002894	99-65-28-004112	99-64-28-002894	confirm
6490	99-65-28-004129_99-63-28-002938	99-65-28-004129	99-63-28-002938	confirm
6491	99-65-28-004133_99-64-28-002912	99-65-28-004133	99-64-28-002912	confirm
6492	99-65-28-004186_99-64-28-002978	99-65-28-004186	99-64-28-002978	confirm
6493	99-65-28-004195_99-64-28-002990	99-65-28-004195	99-64-28-002990	confirm
6494	99-65-28-004279_99-64-10-004869	99-65-28-004279	99-64-10-004869	confirm
6495	99-65-28-004322_99-64-10-007669	99-65-28-004322	99-64-10-007669	confirm
6496	99-65-28-004374_99-64-10-012004	99-65-28-004374	99-64-10-012004	confirm
6497	99-65-28-004382_99-64-10-006505	99-65-28-004382	99-64-10-006505	confirm
6498	99-65-28-004409_99-64-10-012045	99-65-28-004409	99-64-10-012045	confirm
6499	99-65-28-004420_99-64-10-012167	99-65-28-004420	99-64-10-012167	confirm
6500	99-65-28-004518_99-64-17-000251	99-65-28-004518	99-64-17-000251	confirm
6501	99-65-28-004554_99-63-28-003097	99-65-28-004554	99-63-28-003097	confirm
6502	99-65-28-004555_99-63-28-003098	99-65-28-004555	99-63-28-003098	confirm
6503	99-65-28-004608_99-64-01-001989	99-65-28-004608	99-64-01-001989	confirm
6504	99-65-28-004614_99-64-01-002186	99-65-28-004614	99-64-01-002186	confirm
6505	99-65-28-004615_99-64-15-000091	99-65-28-004615	99-64-15-000091	confirm
6506	99-65-28-004616_99-64-15-000103	99-65-28-004616	99-64-15-000103	confirm
6507	99-65-28-004617_99-64-15-000115	99-65-28-004617	99-64-15-000115	confirm
6508	99-65-28-004618_99-64-15-000119	99-65-28-004618	99-64-15-000119	confirm
6509	99-65-28-004623_99-64-15-000173	99-65-28-004623	99-64-15-000173	confirm
6510	99-65-28-004839_99-64-15-000481	99-65-28-004839	99-64-15-000481	confirm
6511	99-65-28-004880_99-64-15-000458	99-65-28-004880	99-64-15-000458	confirm
6512	99-65-28-004942_99-64-15-000526	99-65-28-004942	99-64-15-000526	confirm
6513	99-65-28-004946_99-64-15-000530	99-65-28-004946	99-64-15-000530	confirm
6514	99-65-28-005191_99-64-15-000883	99-65-28-005191	99-64-15-000883	confirm
6515	99-65-35-000003_99-64-28-003047	99-65-35-000003	99-64-28-003047	confirm
6516	99-65-35-000012_99-64-10-000893	99-65-35-000012	99-64-10-000893	confirm
6517	99-65-35-000014_99-64-28-000184	99-65-35-000014	99-64-28-000184	confirm
6518	99-65-35-000017_99-64-10-000123	99-65-35-000017	99-64-10-000123	confirm
6519	99-65-35-000024_99-65-10-000501	99-65-35-000024	99-65-10-000501	confirm
6520	99-65-35-000031_99-64-10-004025	99-65-35-000031	99-64-10-004025	confirm
6521	99-65-35-000034_99-64-35-000137	99-65-35-000034	99-64-35-000137	confirm
6522	99-65-35-000035_99-64-10-000566	99-65-35-000035	99-64-10-000566	confirm
6523	99-65-35-000038_99-64-10-000562	99-65-35-000038	99-64-10-000562	confirm
6524	99-65-35-000042_99-64-10-000571	99-65-35-000042	99-64-10-000571	confirm
6525	99-65-35-000044_99-64-10-001227	99-65-35-000044	99-64-10-001227	confirm
6526	99-65-35-000046_99-64-10-001286	99-65-35-000046	99-64-10-001286	confirm
6527	99-65-35-000058_99-64-10-000730	99-65-35-000058	99-64-10-000730	confirm
6528	99-65-35-000084_99-64-10-002345	99-65-35-000084	99-64-10-002345	confirm
6529	99-65-35-000085_99-64-10-002350	99-65-35-000085	99-64-10-002350	confirm
6530	99-65-35-000096_99-64-10-002514	99-65-35-000096	99-64-10-002514	confirm
6531	99-65-35-000098_99-64-10-002571	99-65-35-000098	99-64-10-002571	confirm
6532	99-65-35-000102_99-64-10-002702	99-65-35-000102	99-64-10-002702	confirm
6533	99-65-35-000107_99-64-10-002801	99-65-35-000107	99-64-10-002801	confirm
6534	99-65-35-000108_99-64-10-002876	99-65-35-000108	99-64-10-002876	confirm
6535	99-65-35-000118_99-64-10-003808	99-65-35-000118	99-64-10-003808	confirm
6536	99-65-35-000120_99-64-10-003817	99-65-35-000120	99-64-10-003817	confirm
6537	99-65-35-000121_99-64-10-003850	99-65-35-000121	99-64-10-003850	confirm
6538	99-65-35-000123_99-64-10-003998	99-65-35-000123	99-64-10-003998	confirm
6539	99-65-35-000124_99-64-10-004000	99-65-35-000124	99-64-10-004000	confirm
6540	99-65-35-000125_99-64-10-003978	99-65-35-000125	99-64-10-003978	confirm
6541	99-65-35-000133_99-64-10-004174	99-65-35-000133	99-64-10-004174	confirm
6542	99-65-35-000134_99-64-10-004271	99-65-35-000134	99-64-10-004271	confirm
6543	99-65-35-000150_99-64-10-004687	99-65-35-000150	99-64-10-004687	confirm
6544	99-65-35-000157_99-64-10-004871	99-65-35-000157	99-64-10-004871	confirm
6545	99-65-35-000173_99-64-10-006459	99-65-35-000173	99-64-10-006459	confirm
6546	99-65-35-000174_99-64-10-005400	99-65-35-000174	99-64-10-005400	confirm
6547	99-65-35-000175_99-64-10-005388	99-65-35-000175	99-64-10-005388	confirm
6548	99-65-35-000184_99-64-10-005918	99-65-35-000184	99-64-10-005918	confirm
6549	99-65-35-000193_99-64-10-006183	99-65-35-000193	99-64-10-006183	confirm
6550	99-65-35-000194_99-64-10-006186	99-65-35-000194	99-64-10-006186	confirm
6551	99-65-35-000195_99-64-10-006179	99-65-35-000195	99-64-10-006179	confirm
6552	99-65-35-000196_99-64-10-006288	99-65-35-000196	99-64-10-006288	confirm
6553	99-65-35-000197_99-64-10-006397	99-65-35-000197	99-64-10-006397	confirm
6554	99-65-35-000199_99-64-10-006460	99-65-35-000199	99-64-10-006460	confirm
6555	99-65-35-000200_99-64-10-006455	99-65-35-000200	99-64-10-006455	confirm
6556	99-65-35-000201_99-64-10-006458	99-65-35-000201	99-64-10-006458	confirm
6557	99-65-35-000202_99-64-10-005236	99-65-35-000202	99-64-10-005236	confirm
6558	99-65-35-000212_99-64-10-008029	99-65-35-000212	99-64-10-008029	confirm
6559	99-65-35-000219_99-64-10-007188	99-65-35-000219	99-64-10-007188	confirm
6560	99-65-35-000220_99-64-10-012011	99-65-35-000220	99-64-10-012011	confirm
6561	99-65-35-000225_99-64-10-001427	99-65-35-000225	99-64-10-001427	confirm
6562	99-65-35-000226_99-64-10-000644	99-65-35-000226	99-64-10-000644	confirm
6563	99-65-35-000227_99-64-10-007315	99-65-35-000227	99-64-10-007315	confirm
6564	99-65-35-000228_99-64-10-007457	99-65-35-000228	99-64-10-007457	confirm
6565	99-65-35-000231_99-64-10-014294	99-65-35-000231	99-64-10-014294	confirm
6566	99-65-35-000235_99-64-10-010271	99-65-35-000235	99-64-10-010271	confirm
6567	99-65-35-000246_99-64-10-007880	99-65-35-000246	99-64-10-007880	confirm
6568	99-65-35-000260_99-64-10-001137	99-65-35-000260	99-64-10-001137	confirm
6569	99-65-35-000266_99-64-27-000041	99-65-35-000266	99-64-27-000041	confirm
6570	99-65-35-000283_99-64-10-005607	99-65-35-000283	99-64-10-005607	confirm
6571	99-65-35-000285_99-64-10-006193	99-65-35-000285	99-64-10-006193	confirm
6572	99-65-35-000317_99-64-10-000129	99-65-35-000317	99-64-10-000129	confirm
6573	99-65-35-000336_99-64-10-010245	99-65-35-000336	99-64-10-010245	confirm
6574	99-65-35-000340_99-64-10-006208	99-65-35-000340	99-64-10-006208	confirm
6575	99-65-35-000354_99-64-10-006300	99-65-35-000354	99-64-10-006300	confirm
6576	99-65-35-000373_99-64-10-014337	99-65-35-000373	99-64-10-014337	confirm
6577	99-65-35-000382_99-64-10-000517	99-65-35-000382	99-64-10-000517	confirm
6578	99-65-35-000389_99-64-10-010965	99-65-35-000389	99-64-10-010965	confirm
6579	99-65-35-000394_99-64-10-014299	99-65-35-000394	99-64-10-014299	confirm
6580	99-65-35-000397_99-64-10-011618	99-65-35-000397	99-64-10-011618	confirm
6581	99-65-35-000398_99-64-10-011727	99-65-35-000398	99-64-10-011727	confirm
6582	99-65-35-000402_99-64-10-011751	99-65-35-000402	99-64-10-011751	confirm
6583	99-65-35-000403_99-64-10-011758	99-65-35-000403	99-64-10-011758	confirm
6584	99-65-35-000404_99-64-10-011762	99-65-35-000404	99-64-10-011762	confirm
6585	99-65-35-000405_99-64-10-011764	99-65-35-000405	99-64-10-011764	confirm
6586	99-65-35-000434_99-64-14-000528	99-65-35-000434	99-64-14-000528	confirm
6587	99-65-35-000435_99-64-14-001184	99-65-35-000435	99-64-14-001184	confirm
6588	99-64-01-000002_99-64-10-001827	99-64-01-000002	99-64-10-001827	confirm
6589	99-64-01-000007_99-64-10-000067	99-64-01-000007	99-64-10-000067	confirm
6590	99-64-01-000008_99-64-10-001033	99-64-01-000008	99-64-10-001033	confirm
6591	99-64-01-000050_99-64-10-012649	99-64-01-000050	99-64-10-012649	confirm
6592	99-64-01-000139_99-64-10-005691	99-64-01-000139	99-64-10-005691	confirm
6593	99-64-01-000157_99-64-10-000628	99-64-01-000157	99-64-10-000628	confirm
6594	99-64-01-000169_99-64-28-001388	99-64-01-000169	99-64-28-001388	confirm
6595	99-64-01-000196_99-63-10-012484	99-64-01-000196	99-63-10-012484	confirm
6596	99-64-01-000225_99-64-28-002983	99-64-01-000225	99-64-28-002983	confirm
6597	99-64-01-000227_99-64-10-009105	99-64-01-000227	99-64-10-009105	confirm
6598	99-64-01-000242_99-63-01-000244	99-64-01-000242	99-63-01-000244	confirm
6599	99-64-01-000251_99-64-28-001732	99-64-01-000251	99-64-28-001732	confirm
6600	99-64-01-000261_99-64-10-014433	99-64-01-000261	99-64-10-014433	confirm
6601	99-64-01-000291_99-64-28-001656	99-64-01-000291	99-64-28-001656	confirm
6602	99-64-01-000534_99-64-28-001285	99-64-01-000534	99-64-28-001285	confirm
6603	99-64-01-000615_99-63-01-000724	99-64-01-000615	99-63-01-000724	confirm
6604	99-64-01-000689_99-62-10-008021	99-64-01-000689	99-62-10-008021	confirm
6605	99-64-01-000700_99-63-10-004637	99-64-01-000700	99-63-10-004637	confirm
6606	99-64-01-000786_99-63-01-000882	99-64-01-000786	99-63-01-000882	confirm
6607	99-64-01-000877_99-64-15-001033	99-64-01-000877	99-64-15-001033	confirm
6608	99-64-01-000881_99-64-28-001118	99-64-01-000881	99-64-28-001118	confirm
6609	99-64-01-000970_99-63-28-002972	99-64-01-000970	99-63-28-002972	confirm
6610	99-64-01-001050_99-63-10-001666	99-64-01-001050	99-63-10-001666	confirm
6611	99-64-01-001124_99-63-10-001668	99-64-01-001124	99-63-10-001668	confirm
6612	99-64-01-001191_99-63-10-001670	99-64-01-001191	99-63-10-001670	confirm
6613	99-64-01-001203_99-63-10-001528	99-64-01-001203	99-63-10-001528	confirm
6614	99-64-01-001401_99-63-10-001531	99-64-01-001401	99-63-10-001531	confirm
6615	99-64-01-001425_99-63-01-001382	99-64-01-001425	99-63-01-001382	confirm
6616	99-64-01-001471_99-64-28-002035	99-64-01-001471	99-64-28-002035	confirm
6617	99-64-01-001736_99-63-28-001852	99-64-01-001736	99-63-28-001852	confirm
6618	99-64-01-001996_99-63-15-000067	99-64-01-001996	99-63-15-000067	confirm
6619	99-64-01-002015_99-62-01-002071	99-64-01-002015	99-62-01-002071	confirm
6620	99-64-01-002186_99-62-01-002323	99-64-01-002186	99-62-01-002323	confirm
6621	99-64-01-002279_99-63-10-012657	99-64-01-002279	99-63-10-012657	confirm
6622	99-64-01-002318_99-64-10-001621	99-64-01-002318	99-64-10-001621	confirm
6623	99-64-01-002332_99-64-10-010223	99-64-01-002332	99-64-10-010223	confirm
6624	99-64-01-002408_99-64-10-009254	99-64-01-002408	99-64-10-009254	confirm
6625	99-64-01-002428_99-63-10-002497	99-64-01-002428	99-63-10-002497	confirm
6626	99-64-01-002451_99-63-10-001681	99-64-01-002451	99-63-10-001681	confirm
6627	65-64-01-001683_99-64-10-010054	65-64-01-001683	99-64-10-010054	reject
6628	99-64-01-002457_99-64-10-010054	99-64-01-002457	99-64-10-010054	confirm
6629	99-64-01-002478_99-63-10-005244	99-64-01-002478	99-63-10-005244	confirm
6630	99-64-01-002489_99-63-10-001585	99-64-01-002489	99-63-10-001585	confirm
6631	99-64-04-000005_99-63-01-000896	99-64-04-000005	99-63-01-000896	confirm
6632	99-64-04-000016_99-63-04-000023	99-64-04-000016	99-63-04-000023	confirm
6633	99-64-04-000039_99-63-04-000046	99-64-04-000039	99-63-04-000046	confirm
6634	99-64-04-000052_99-63-13-000018	99-64-04-000052	99-63-13-000018	confirm
6635	99-64-04-000058_99-63-13-000088	99-64-04-000058	99-63-13-000088	confirm
6636	99-64-04-000059_99-63-13-000089	99-64-04-000059	99-63-13-000089	confirm
6637	99-64-04-000069_99-63-13-000100	99-64-04-000069	99-63-13-000100	confirm
6638	99-64-04-000070_99-63-13-000101	99-64-04-000070	99-63-13-000101	confirm
6639	99-64-04-000100_99-63-04-000085	99-64-04-000100	99-63-04-000085	confirm
6640	99-64-04-000104_99-63-04-000089	99-64-04-000104	99-63-04-000089	confirm
6641	99-64-04-000106_99-63-04-000091	99-64-04-000106	99-63-04-000091	confirm
6642	99-64-04-000107_99-63-04-000092	99-64-04-000107	99-63-04-000092	confirm
6643	99-64-04-000108_99-63-04-000093	99-64-04-000108	99-63-04-000093	confirm
6644	99-64-04-000110_99-63-04-000095	99-64-04-000110	99-63-04-000095	confirm
6645	99-64-04-000117_99-63-04-000103	99-64-04-000117	99-63-04-000103	confirm
6646	99-64-04-000118_99-63-04-000104	99-64-04-000118	99-63-04-000104	confirm
6647	99-64-04-000119_99-63-04-000106	99-64-04-000119	99-63-04-000106	confirm
6648	99-64-04-000120_99-63-04-000107	99-64-04-000120	99-63-04-000107	confirm
6649	99-64-04-000122_99-63-04-000109	99-64-04-000122	99-63-04-000109	confirm
6650	99-64-04-000124_99-63-04-000111	99-64-04-000124	99-63-04-000111	confirm
6651	99-64-04-000126_99-63-04-000046	99-64-04-000126	99-63-04-000046	confirm
6652	99-64-04-000135_99-63-04-000117	99-64-04-000135	99-63-04-000117	confirm
6653	99-64-04-000144_99-63-04-000124	99-64-04-000144	99-63-04-000124	confirm
6654	99-64-04-000145_99-63-04-000125	99-64-04-000145	99-63-04-000125	confirm
6655	99-64-04-000155_99-63-04-000134	99-64-04-000155	99-63-04-000134	confirm
6656	99-64-04-000170_99-63-04-000148	99-64-04-000170	99-63-04-000148	confirm
6657	99-64-04-000171_99-63-04-000149	99-64-04-000171	99-63-04-000149	confirm
6658	99-64-04-000172_99-63-04-000150	99-64-04-000172	99-63-04-000150	confirm
6659	99-64-04-000182_99-63-04-000160	99-64-04-000182	99-63-04-000160	confirm
6660	99-64-04-000183_99-64-10-000067	99-64-04-000183	99-64-10-000067	confirm
6661	99-64-04-000184_99-63-04-000162	99-64-04-000184	99-63-04-000162	confirm
6662	99-64-04-000198_99-63-01-001278	99-64-04-000198	99-63-01-001278	confirm
6663	99-64-04-000213_99-64-10-004308	99-64-04-000213	99-64-10-004308	confirm
6664	99-64-04-000218_99-63-04-000192	99-64-04-000218	99-63-04-000192	confirm
6665	99-64-04-000240_99-63-04-000058	99-64-04-000240	99-63-04-000058	confirm
6666	99-64-10-000001_99-63-13-000153	99-64-10-000001	99-63-13-000153	confirm
6667	99-64-10-000185_99-63-10-000178	99-64-10-000185	99-63-10-000178	confirm
6668	99-64-10-000191_99-63-10-000183	99-64-10-000191	99-63-10-000183	confirm
6669	99-64-10-000364_99-63-10-000350	99-64-10-000364	99-63-10-000350	confirm
6670	99-64-10-000369_99-63-10-000356	99-64-10-000369	99-63-10-000356	confirm
6671	99-64-10-000373_99-63-10-000360	99-64-10-000373	99-63-10-000360	confirm
6672	99-64-10-000403_99-63-10-000388	99-64-10-000403	99-63-10-000388	confirm
6673	99-64-10-000436_99-63-10-000425	99-64-10-000436	99-63-10-000425	confirm
6674	99-64-10-000453_99-63-10-000795	99-64-10-000453	99-63-10-000795	confirm
6675	99-64-10-000696_99-63-10-000682	99-64-10-000696	99-63-10-000682	confirm
6676	99-64-10-000809_99-63-10-000793	99-64-10-000809	99-63-10-000793	confirm
6677	99-64-10-000844_99-63-10-000835	99-64-10-000844	99-63-10-000835	confirm
6678	99-64-10-000865_99-62-10-000823	99-64-10-000865	99-62-10-000823	confirm
6679	99-64-10-000892_99-63-10-000880	99-64-10-000892	99-63-10-000880	confirm
6680	99-64-10-000984_99-63-10-000386	99-64-10-000984	99-63-10-000386	confirm
6681	99-64-10-001021_99-63-10-000972	99-64-10-001021	99-63-10-000972	confirm
6682	99-64-10-001105_99-63-10-001057	99-64-10-001105	99-63-10-001057	confirm
6683	99-64-10-001138_99-63-10-000316	99-64-10-001138	99-63-10-000316	confirm
6684	99-64-10-001179_99-63-10-001123	99-64-10-001179	99-63-10-001123	confirm
6685	99-64-10-001206_99-63-10-001153	99-64-10-001206	99-63-10-001153	confirm
6686	99-64-10-001307_99-63-10-001254	99-64-10-001307	99-63-10-001254	confirm
6687	99-64-10-001414_99-63-10-001358	99-64-10-001414	99-63-10-001358	confirm
6688	99-64-10-001535_99-62-10-001461	99-64-10-001535	99-62-10-001461	confirm
